paper_id,equation_id,context,ground_truth_eq,ground_truth_description,generated_equation,generated_description
2024.acl-short.20,4,"In the above equations, \(\mathrm{mean}()\) and \(\mathrm{var}()\) are the standard mean and variance functions respectively,whose outputs are concatenated to obtain the feature. This choice is driven by the insight that the variance and mean of the distribution of scores computed by any model over \(\mathcal{E}\) is correlated to the model confidence. A more detailed discussion, along with an exploration of other possible feature sets can be found in Appendix C.

Next, we concatenate these features for all \(\mathtt{M_{1}}\) to obtain a final feature vector that is passed to an independent 2-layer MLP (\(\mathtt{MLP_{1}}\)) for each model \(\mathtt{M_{4}}\) to learn query-dependent \(\mathtt{w_{1}}\):","\mathtt{w_{1}}(\mathtt{q})=\mathtt{MLP_{1}}(\mathtt{f}(\mathtt{M_{1}}, \mathtt{q})||\mathtt{f}(\mathtt{M_{2}},\mathtt{q})||...||\mathtt{f}(\mathtt{M_ {k}},\mathtt{q}))",,"\mathbf{w}_{\mathtt{i}}(\mathtt{q})=\mathtt{MLP}_{\mathtt{i}}\left( \bigoplus_{j=1}^{k}\mathtt{f}(\mathtt{M}_{\mathtt{j}},\mathtt{q})\right)","where $\mathbf{w}_{\mathtt{i}}(\mathtt{q})$ is the query-dependent weight for model $\mathtt{M}_{\mathtt{i}}$, obtained using a 2-layer MLP that takes as input the concatenated features from all models $\mathtt{M}_{\mathtt{j}}$"
2024.acl-short.20,5,"Intuitively, this concatenation informs each MLP about the relative confidence of all models regarding their predictions, enhancing the ensemble weight computation for corresponding models. Note that our approach is agnostic to models \(\mathtt{M_{4}}\).

Our experiments in this paper mostly involve only one textual model. Therefore, we learn the ensemble weights for the other models with respect to this textual model, which is assigned a fixed weight of 1. This decreases the parameter count while still being as expressive as learning distinct ensemble weights for all models. The method for learning these other weights is unchanged.

**Loss Function:** We train DynaSemble on the validation set (traditionally used to tune ensemble weights) using margin loss between the score of the gold entity and a set of negative samples. The train set is not used since all models are likely to give high-confidence predictions on its triples (Appendix D). If the gold entity is \(\mathtt{t^{*}}\) and the set of negative samples is \(\mathtt{N}\), the loss function \(\mathcal{L}\) for query \(\mathtt{q}=(\mathtt{h},\mathtt{r},?)\) is:","\mathcal{L}=\sum_{\mathtt{t}\in\mathtt{N}}\max(\mathtt{E}(\mathtt{h}, \mathtt{r},\mathtt{t})-\mathtt{E}(\mathtt{h},\mathtt{r},\mathtt{t^{*}})+ \mathtt{m},\mathtt{0})",where \(\mathtt{m}\) is the margin hyperparameter,"\mathcal{L}(\mathtt{q}) = \sum_{\mathtt{t}^{-} \in \mathtt{N}} \max\left(0, \gamma - \mathtt{E}(\mathtt{h}, \mathtt{r}, \mathtt{t}^{*}) + \mathtt{E}(\mathtt{h}, \mathtt{r}, \mathtt{t}^{-})\right)","where $\gamma$ is the margin hyperparameter and $\mathtt{E}(\mathtt{h}, \mathtt{r}, \mathtt{t})$ is the ensemble score for entity $\mathtt{t}$ given query $(\mathtt{h}, \mathtt{r}, ?)$"
2024.acl-short.25,1,"### Differentiable Neuron Mask Learning

Since the training loss is not differentiable for binary masks, we resort to a practical method to learn subnetworks Louizos et al. (2017), which employs a smoothing approximation of the discrete Bernoulli distribution Maddison et al. (2016). Following Zheng et al. (2022), we assume mask \(m_{i}\) corresponding to each neuron to be an independent random variable that follows a hard concrete distribution HardConcrete(log \(\alpha_{i}\), \(\beta_{i}\)) with temperature \(\beta_{i}\) and location \(\alpha_{i}\)Louizos et al. (2017):","s_{i}=\sigma(\frac{1}{\beta_{i}}(\text{log}\frac{\mu_{i}}{1- \mu_{i}}+\textit{log}\alpha_{i})), || m_{i}=\text{min}(1,\text{max}(0,s_{i}(\zeta-\gamma)+\gamma)),",,"\begin{equation}
    m_{i} \sim \text{HardConcrete}(\log \alpha_{i}, \beta_{i})
\end{equation}",Each neuron mask $m_{i}$ is modeled as an independent random variable following a hard concrete distribution parameterized by $\log \alpha_{i}$ and temperature $\beta_{i}$.
2024.acl-short.25,2,"on. \(s_{i}\) denotes the mask score of each neuron and \(m_{i}\) is the approximately discrete activation value (i.e., almost 0 or 1) of \(s_{i}\). \(\gamma\) and \(\zeta\) are constants, and \(\mu_{i}\) is the random sample drawn from uniform distribution \(\mathcal{U}\)(0, 1). In this work, we also treat \(\beta_{i}\) as a constant, thus only \(\alpha\) is the set of differentiable parameters for \(m\). During the inference stage, the mask \(m_{i}\) can be calculated through a hard concrete gate:","\text{min}(1,\text{max}(0,\sigma(\text{log}\alpha_{i})(\zeta-\gamma)+\gamma)).",,"m_{i} = \text{min}(1, \text{max}(0, \sigma(\log \alpha_{i}) (\zeta - \gamma) + \gamma))","The mask $m_{i}$ is computed using a hard concrete gate during inference, where $\sigma$ is the sigmoid function, $\alpha_{i}$ is the learnable parameter, and $\gamma$, $\zeta$ are constants controlling the gate's behavior."
2024.acl-short.25,3,"```
0: mask parameters \(\alpha\), pre-trained language model \(f(\theta)\) with frozen parameter \(\theta\), training corpus \(X\), hyper-parameters \(\beta\), \(\gamma\), \(\zeta\), \(\eta\), learning rate lr.
1: Initialize \(s\leftarrow\sigma(\frac{1}{\beta}(\text{log}\frac{\mu}{1-\mu}+\textit{log} \alpha))\), where \(\mu\sim\mathcal{U}(0,1)\)
2: Initialize \(m\leftarrow\text{min}(1,\text{max}(0,s(\zeta-\gamma)+\gamma))\)
3: Initialize \(f(\theta)\gets f(m\odot\theta)\)
4:for epoch in num_epochs do
5:for\(x\) in \(X\)do
6: Generate \(f(m\odot\theta)\) with step1-3
7:if optimizer_idx == 0 then
8:\(\mathcal{L}=\mathcal{L}_{m}(f(m\odot\theta),x)\) + \(\eta\)\(R(m)\)
9:else
10:\(\mathcal{L}=\mathcal{L}_{adv}(f(m\odot\theta),x)\) + \(\eta\)\(R(m)\)
11:endif
12:\(\alpha=\alpha-\text{lr}\cdot\nabla_{\alpha}(\mathcal{L})\)
13:endfor
14:endfor
15:\(m\leftarrow\text{min}(1,\text{max}(0,\sigma(\text{log}\alpha)(\zeta-\gamma)+ \gamma))\)
16:return\(m\)
```

**Algorithm 1** Neuron Localization Algorithm.

### Adversarial Privacy Neuron Localization

To localize PII-specific neurons, we propose to negate the original training objective, i.e., maximizing the negative log-likelihood of the PII token sequences. Specifically, given a sequence of tokens \(x\) = [\(x_{1}\),..., \(x_{T}\)] from the training corpus and PII tokens [\(x_{p},...,x_{p+I}\)], our training objective is:","\mathcal{L}_{m}(f(m\odot\theta),x)=\sum_{i=1}^{I}\text{log}(P(x_{p+i}|x_{<p+i})).",,"\mathcal{L}_{m}(f(m\odot\theta),x) = -\sum_{t=p}^{p+I} \log P_{f}(x_{t}|x_{<t};m\odot\theta),",This equation defines the training objective for localizing privacy-related neurons by maximizing the negative log-likelihood of PII token sequences.
2024.acl-short.25,4,"On the other hand, to preserve the original language modeling ability of \(f(m\odot\theta)\), we propose to perform further training on the corpus, utilizing the pre-training loss as the adversarial loss:","\mathcal{L}_{adv}(f(m\odot\theta),x)=-\sum_{t=1}^{T}\text{log}(P(x_{t}|x_{<t})).",,"\mathcal{L}_{adv}(f(m\odot\theta),x)=\sum_{t=1}^{T}\text{log}(P(x_{t}|x_{<t})).","This equation defines the adversarial loss as the standard language modeling objective, which maximizes the log-likelihood of the entire token sequence to preserve the model's language generation capability."
2024.acl-short.25,5,"Figure 1: An illustration of our neuron localization method.

Finally, to minimize the number of localized neurons, we penalize the number of localized neurons by minimizing the \(L_{0}\) complexity of mask scores which are zero:",R(m)=-\frac{1}{|m|}\sum_{i=1}^{|m|}\sigma(\text{log}\alpha_{i}-\beta_{i}\text{log }\frac{-\gamma}{\zeta}).,,R(m) = \|m\|_0.,The regularization term $R(m)$ minimizes the $L_0$ norm of the mask $m$ to reduce the number of selected neurons.
2024.acl-short.3,1,"### TSED on Programming Languages

Applying the TSED evaluation method, initially designed for SQL analysis, we have undergone modifications to extend its applicability to various programming languages. The fundamental TSED approach, illustrated in Figure 1, encompasses AST parsing, AST Editing Distance Calculation, and normalization, closely resembling the methodology outlined in the original paper. However, we have made modifications to both the AST parsing and normalization.

**Code Parsing:** Parsing in the domain of programming languages involves parsing raw codetext into its associated AST. This parsing underscores the complexity of interpreting various programming constructs and converting them into a structured grammar tree representation.

We use tree-sitter2 as our AST parser which is based on GLR(generalized left-to-right rightmost), a powerful parsing algorithm commonly found in the literature (Latif et al., 2023; Tomita, 1991; Clem and Thomson, 2021).

Footnote 2: [https://tree-sitter.github.io/tree-sitter/](https://tree-sitter.github.io/tree-sitter/)

**Tree Distance Computation:** For calculating tree edit distance as \(\Delta\), we utilize the same function as outlined in the TSED paper, which is APTED(All Path Tree Edit Distance) algorithm (Pawlik and Augsten, 2015, 2016). Considering \(G_{1}\) as predicted code's AST and \(G_{2}\) as AST from ground-truth:","\Delta(G_{1},G_{2})=\min_{ops}\sum_{i=1}^{n}w(op_{i})",,"\Delta = \text{APTED}(G_{1}, G_{2})",The tree edit distance $\Delta$ between predicted AST $G_{1}$ and ground-truth AST $G_{2}$ is computed using the APTED algorithm.
2024.acl-short.3,2,"Here, \(ops\) is a sequence of edit operations transforming \(G_{1}\) into \(G_{2}\), with \(w(op_{i})\) as the cost for the \(i^{th}\) operation.

**Normalization:** Normalization of tree edit distances accounts for the complexity of the code by considering the maximum number of nodes between two trees, and we add a ramp function to avoid some extreme situations:","TSED=\max\{1-\frac{\delta}{MaxNodes(G_{1},G_{2})},0\}",,"\text{Normalized\_TSED}(G_{1}, G_{2}) = \frac{\Delta(G_{1}, G_{2})}{\max(|G_{1}|, |G_{2}|) + \mathbb{I}[\min(|G_{1}|, |G_{2}|) < \tau]}",Normalized tree edit distance with a ramp function to handle extreme cases based on a threshold $\tau$.
2024.acl-short.39,1,"## 2 Methodology

DataWe use the WikiBio dataset Lebret et al. (2016) for training, consisting of 728,321 biographies from real English Wikipedia pages where the infobox and first paragraph from the articles are provided. On average, each infobox contains 12.5 personal attributes. We explicitly add the gender label (_male_, _female_ or _non-binary/identifiable_), inferring from the pronouns in the paragraph Dereraaga et al. (2019), to the infobox. We remove the biographies where the nationality is not available.

To mitigate the cross-contamination of training and evaluation sets Roberts et al. (2020); Li and Flanigan (2023), we use the Synthbio dataset Yuan et al. (2021) for evaluation, which is a synthetic dataset consisting of structured attributes--which we refer as _true attributes_--describing fictional individuals. It consists of 2,237 infoboxes and each infobox has on average 19 personal attributes and multiple fictional biographies. The comparison of the Wikibio and Synthbio datasets is shown in Table 1.

Personal Attributes of InterestWe study the impact of two common personal attributes:2 (1) _Gender_. Following the gender attributes in the Synthbio dataset, we consider _male_, _female_, and _non-binary_, and, (2) _Region_. Inspired by Min et al. (2023), we manually map the 40 nationalities to 6 regions based on Wikipedia continent categories:3_North America_ (NA), _Europe_ (EU), _Middle East_ (ME), _Asia-Pacific_ (AP), _South/Latin America_ (SA), and _Africa_ (AF).4

Footnote 2: Attribute distributions are shown in Appendix A

Semantic Matching and SentimentWe study the generated biographies from two dimensions: (1) _Semantic Matching_. We use Data-QuestEvalRebuffel et al. (2021), a reference-free semantic evaluator curated for data-to-text evaluation developed in a QA format. Specifically, this metric adopted T5 Kale and Rastogi (2020) for QG/QA models on both data and text. It measures the answer correctness given the text and generates questions from data, and vice versa. and, (2) _Sentiment_. Since recent sentiment evaluators are deployed for social media text Hutto and Gilbert (2014); Camachocollados et al. (2022) which is not suitable for our task, we use a lexical-based method, obtaining the sentiment score by retrieving SentiWords Gatti et al. (2015), a dictionary associating positive or negative scores with approximately 155,000 words. We calculate the sentiment score of the biography by averaging the associated sentiment scores for each word.

In line with the study of _sentiment_, we additionally experiment with the _regard_ evaluation Sheng et al. (2019), a metric measuring if the regard towards a particular identity/demographic group is positive or negative. We observe similar patterns to that of _sentiment_ (Appendix F).

\begin{table}
\begin{tabular}{l r r} \hline \hline  & Wikibio & Synthbio \\ \hline Number of Infoboxs & 105,469 & 2,237 \\ Number of Biographies & 105,469 & 4,270 \\ Avg. \#attributes/Infobox & 12.1 & 19.0 \\ Avg. \#sentences/Biography & 4.3 & 7.0 \\ Avg. \#words/Biography & 101.7 & 110.3 \\ \hline \hline \end{tabular}
\end{table}
Table 1: Statistics of the Wikibio and Synthbio datasets. For the Wikibio dataset, we consider the training partition and filter out the infoboxs that do not have name and nationality attributes.

Biopraphy GenerationOur biography data-to-text task can be formulated as:","Bio(m,co(m))=f_{gen}(m,co(m)),",where biography is generated by the model \(f_{gen}\) given the personal attribute of interest (\(m\)) and the co-occurring attributes (\(co(m)\)),"\begin{equation}
    \mathcal{B} = G(\mathcal{A}, \theta)
\end{equation}","where $ \mathcal{B} $ denotes the generated biography, $ \mathcal{A} $ represents the structured personal attributes from the infobox, and $ G(\cdot; \theta) $ is the generation model parameterized by $ \theta $."
2024.acl-short.39,2,")). We use FlannT5-base Chung et al. (2022), an instruction fine-tuned model, to generate biographies. Following Yuan et al. (2021), we construct the infobox as the data-to-text format described in Kale and Rastogi (2020)5 and finetune Flan-T5-base on WikiBio for 10,000 steps on one P100 GPU, with a batch size of 8, to instruct the model to generate biography based on given attributes. To generate biographies on the Synthbio, we use a beam search of 5.

Footnote 5: The detailed construction is provided in Appendix C.

## 3 True Attributed Biography Generation

First, we validate that the fine-tuned Flan-T5 model generates biographies based on the given personal attributes. To explore the effect of personal attributes, we compare the semantic matching and sentiment on the generated biographies with true attributes (Equation (1)) against those without given the particular attribute (Masked), i.e.,","Bio(\phi,co(m))=f_{gen}(\phi,co(m)).",,"\Delta_{sem} = \text{Data-QuestEval}(Bio(m,co(m))) - \text{Data-QuestEval}(Bio(\text{Masked},co(m)))","Equation 2 defines the semantic matching difference ($\Delta_{sem}$) between biographies generated with a specific attribute $m$ and those generated when the attribute is masked, using the Data-QuestEval metric."
2024.acl-short.39,3,"Model ValidationOur fine-tuned Flan-T5 model outperforms the T5 model Raffel et al. (2020) reported in the Synthbio dataset Yuan et al. (2021), with a RougeL score of 26.4 (vs., 22.6) and a PARENT-F score Dhingra et al. (2019) of 0.114 (vs., 0.049).

We first validate whether the personal attribute of interest can be inferred from the biographies. Specifically, for gender, we use the pronouns as the proxy of gender De-Arteaga et al. (2019) and compare it against the given gender attribute. For the region, since there is no direct method to predict the nationality from the biography, we consider whether the nationality or related country name is mentioned in the biography as the proxy of the nationality encoded in the biography. We do not train a classifier for nationality as the biography contains rich personal information--the classifier may remember the training instances instead of the nationality signals. We then group the results for nationality based on the region.

As shown in Table 2 (Column: True), for gender, we achieve higher than 0.8 accuracy across gender groups, confirming that the given gender is encoded in generated biographies. However, the results in region groups vary. To ensure the generation quality for our analysis and obtain a sufficient amount of data for the analysis, we consider regions with scores higher than 0.75 based on our empirical experience where similar patterns are observed with different thresholds among different region groups: EU, AF, AP, and NA.

True Attributed BiographyDo LLMs generate different biographies for different gender and nationality groups? Figure 2 shows that generated biographies are significantly different among different gender groups (purple bars, gender) in semantic

\begin{table}
\begin{tabular}{l c c c} \hline \hline
**Attributes** & **True** & **Masked** & 
\begin{tabular}{c} **Counterfactual** \\ Raw/Selected \\ \end{tabular} \\ \hline \multicolumn{4}{c}{Gender} \\ \hline Male & 0.999 & 0.963 & 0.991 \\ Female & 0.972 & 0.514 & 0.978 \\ Non-Binary & 0.837 & 0.057 & 0.824 \\ Overall & 0.936 & 0.509 & 0.931 \\ \hline \multicolumn{4}{c}{Region} \\ \hline Europe & 0.837 & 0.732 & 0.488/0.770 \\ South/L. America & 0.674 & 0.618 & 0.234 / - \\ Africa & 0.805 & 0.573 & 0.432/0.856 \\ Middle East & 0.527 & 0.420 & 0.090 / - \\ Asia–Pacific & 0.854 & 0.742 & 0.586/0.819 \\ North America & 0.939 & 0.833 & 0.740 / - \\ Overall & 0.804 & 0.684 & 0.459/0.809 \\ \hline \hline \end{tabular}
\end{table}
Table 2: Results of inferring personal attribute of interest from generated biographies.

Figure 2: Semantic matching and sentiment for different attribute groups. Gender: (M=Male, F=Female, NB=Non-Binary); For true attributed biography (purple bars), pairwise significant differences are reported according to Welch’s t-test at p<0.1 (*) and p<0.05 (**).

matching and sentiment.6 For region, we observe significant differences in some region groups, e.g., AF vs., AP in both measurements, indicating the potential bias among region groups. However, we do not observe constant significant differences for any particular region.

Footnote 6: We conducted a preliminary qualitative analysis on the correlation between the length of generated biographies and evaluation scores in Appendix G and we do not find a strong correlation among them.

True vs., Masked Attributed BiographyTo study the effect of individual personal attributes, we evaluate the semantic matching and sentiment of the generated biographies where given identical attributes but without attributes of interest (Figure 2, green bars). Compared to truly attributed biographies (Figure 2, purple bars), we do not observe significant differences in gender and region. Given that the model mostly cannot infer the masked attributes from the generated text (Table 2, Column: Masked), this indicates that co-occurring attributes also have a strong influence on the biography generation. Masking the personal attributes alone is not effective in understanding the influence of individual personal attributes.

## 4 Counterfactual Attributed Generation

We apply our counterfactual methodology based on our fine-tuned Flan-T5 model. We manipulate only the personal attributes of interest and keep the co-occurring attribute unchanged to study the effect of individual attributes. Specifically, we change the personal attribute (Figure 1, male, top-left) to a different attribute (Figure 1, female, bottom-left) and compare the true (Equation (1)) and counterfactual attributed biographies (Figure 1, top-right vs., bottom-right, respectively), formulating as:","Bio(f,co(m))=f_{gen}(f,co(m)),do(m\to f),","where \(do(m\to f)\) denotes the do operator (Pearl, 2009), e","Bio(m',co(m))=f_{gen}(m',co(m)).",where counterfactual biography is generated by replacing the personal attribute $m$ with $m'$ while keeping the co-occurring attributes $co(m)$ unchanged
